identity,review_id,series_name,publish_time,corpus_source,platform,content_source,rating_overall,platform_rating_overall,platform_rating_overall_sentiment,platform_rating_overall_polarity,platform_rating_appearance,platform_rating_appearance_sentiment,platform_rating_appearance_available,platform_rating_interior,platform_rating_interior_sentiment,platform_rating_interior_available,platform_rating_space,platform_rating_space_sentiment,platform_rating_space_available,platform_rating_power,platform_rating_power_sentiment,platform_rating_power_available,platform_rating_control,platform_rating_control_sentiment,platform_rating_control_available,platform_rating_comfort,platform_rating_comfort_sentiment,platform_rating_comfort_available,platform_rating_fuel_consumption,platform_rating_fuel_consumption_sentiment,platform_rating_fuel_consumption_available,platform_rating_configuration,platform_rating_configuration_sentiment,platform_rating_configuration_available,platform_rating_intelligence,platform_rating_intelligence_sentiment,platform_rating_intelligence_available,platform_rating_value,platform_rating_value_sentiment,platform_rating_value_available,text_global_positive_cues,text_global_negative_cues,text_global_polarity,text_appearance_mentioned,text_appearance_positive_cues,text_appearance_negative_cues,text_appearance_polarity,text_interior_mentioned,text_interior_positive_cues,text_interior_negative_cues,text_interior_polarity,text_space_mentioned,text_space_positive_cues,text_space_negative_cues,text_space_polarity,text_power_mentioned,text_power_positive_cues,text_power_negative_cues,text_power_polarity,text_control_mentioned,text_control_positive_cues,text_control_negative_cues,text_control_polarity,text_comfort_mentioned,text_comfort_positive_cues,text_comfort_negative_cues,text_comfort_polarity,text_fuel_consumption_mentioned,text_fuel_consumption_positive_cues,text_fuel_consumption_negative_cues,text_fuel_consumption_polarity,text_configuration_mentioned,text_configuration_positive_cues,text_configuration_negative_cues,text_configuration_polarity,text_intelligence_mentioned,text_intelligence_positive_cues,text_intelligence_negative_cues,text_intelligence_polarity,text_value_mentioned,text_value_positive_cues,text_value_negative_cues,text_value_polarity
dongchedi::7584693937827237913,7584693937827237913,AION RT,2025-12-17 13:28:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,5.0,1.0,1,5.0,1.0,1,3.0,0.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,
dongchedi::7585009037033361432,7585009037033361432,AION RT,2025-12-18 09:48:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,0,4,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7585563874343014424,7585563874343014424,AION RT,2025-12-19 21:41:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7589684194482065470,7589684194482065470,AION RT,2025-12-31 00:10:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7589814249652768792,7589814249652768792,AION RT,2025-12-31 08:35:00,historical_archive,dongchedi,,2.0,2.0,-0.5,-1.0,3.0,0.0,1,2.5,-0.25,1,2.5,-0.25,1,,,0,,,0,,,0,,,0,0.5,-1.0,1,,,0,,,0,0,1,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7592085534428647449,7592085534428647449,AION RT,2026-01-06 11:29:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7594886693166010393,7594886693166010393,AION RT,2026-01-14 00:55:00,historical_archive,dongchedi,,3.5,3.5,0.25,0.0,5.0,1.0,1,4.0,0.5,1,3.0,0.0,1,,,0,,,0,,,0,,,0,3.0,0.0,1,,,0,,,0,1,0,1,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7595588634711953433,7595588634711953433,AION RT,2026-01-15 22:03:00,historical_archive,dongchedi,,2.8,2.8,-0.10000000000000009,-1.0,3.5,0.25,1,3.0,0.0,1,3.0,0.0,1,,,0,,,0,,,0,,,0,3.0,0.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7596636369410068542,7596636369410068542,AION RT,2026-01-18 17:52:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7597423184656207934,7597423184656207934,AION RT,2026-01-20 20:42:00,historical_archive,dongchedi,,3.2,3.2,0.10000000000000009,-1.0,4.0,0.5,1,3.0,0.0,1,2.5,-0.25,1,,,0,,,0,,,0,,,0,3.0,0.0,1,,,0,,,0,1,1,0,0,0,0,,1,1,1,0.0,0,0,0,,0,0,0,,1,1,1,0.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7597715867568181273,7597715867568181273,AION RT,2026-01-21 15:38:00,historical_archive,dongchedi,,2.8,2.8,-0.10000000000000009,-1.0,4.0,0.5,1,3.0,0.0,1,4.0,0.5,1,,,0,,,0,,,0,,,0,2.0,-0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7598818381726224408,7598818381726224408,AION RT,2026-01-24 14:56:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,1,1,0,1.0,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,
dongchedi::7600606861238210622,7600606861238210622,AION RT,2026-01-29 10:36:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,4,0,1,1,4,0,1.0,0,0,0,,1,4,0,1.0,1,4,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7601197959169986584,7601197959169986584,AION RT,2026-01-31 00:50:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,2,0,1,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,1,2,0,1.0,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0
dongchedi::7583884860536655896,7583884860536655896,AION RT,2026-02-03 14:21:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,,,0,,,0,,,0,,,0,3.0,0.0,1,,,0,,,0,2,0,1,1,2,0,1.0,1,2,0,1.0,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0
dongchedi::7602655230559260696,7602655230559260696,AION RT,2026-02-03 23:15:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,3,-1,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,1,0,3,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7604331482500304920,7604331482500304920,AION RT,2026-02-08 11:29:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,5.0,1.0,1,4.5,0.75,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,2,0,1,1,2,0,1.0,1,2,0,1.0,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7607650053364142104,7607650053364142104,AION RT,2026-02-17 10:07:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,0,0,0,,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7608187150693044248,7608187150693044248,AION RT,2026-02-18 20:52:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.0,0.5,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,0,1,-1,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7610998050974093337,7610998050974093337,AION RT,2026-02-26 10:39:00,historical_archive,dongchedi,,3.6,3.6,0.30000000000000004,0.0,4.0,0.5,1,3.5,0.25,1,4.5,0.75,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,2,1,1,0,0,0,,0,0,0,,1,2,1,1.0,1,2,1,1.0,0,0,0,,1,2,1,1.0,1,2,1,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7611358081527599128,7611358081527599128,AION RT,2026-02-27 09:57:00,historical_archive,dongchedi,,2.2,2.2,-0.3999999999999999,-1.0,3.5,0.25,1,3.5,0.25,1,2.5,-0.25,1,,,0,,,0,,,0,,,0,1.5,-0.75,1,,,0,,,0,0,5,-1,0,0,0,,1,0,5,-1.0,1,0,5,-1.0,0,0,0,,0,0,0,,1,0,5,-1.0,1,0,5,-1.0,1,0,5,-1.0,1,0,5,-1.0,0,0,0,
dongchedi::7614674095644364862,7614674095644364862,AION RT,2026-03-08 08:24:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,4.5,0.75,1,5.0,1.0,1,4.5,0.75,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7617754326663958553,7617754326663958553,AION RT,2026-03-16 15:37:00,historical_archive,dongchedi,,4.7,4.7,0.8500000000000001,1.0,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7624144692564742206,7624144692564742206,AION RT,2026-04-02 20:55:00,historical_archive,dongchedi,,3.3,3.3,0.1499999999999999,-1.0,5.0,1.0,1,5.0,1.0,1,0.5,-1.0,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,0,2,-1,0,0,0,,0,0,0,,1,0,2,-1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7624852436502466622,7624852436502466622,AION RT,2026-04-04 19:30:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,7,1,1,1,2,0,1.0,1,1,0,1.0,1,3,0,1.0,0,0,0,,0,0,0,,1,3,0,1.0,1,1,0,1.0,1,2,0,1.0,1,1,1,0.0,1,1,0,1.0
dongchedi::7624972235979116569,7624972235979116569,AION RT,2026-04-05 02:26:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,4.0,0.5,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,1,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7627415133379104793,7627415133379104793,AION RT,2026-04-11 16:30:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,4.5,0.75,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,1,1,0,1.0
dongchedi::7628014953928085566,7628014953928085566,AION RT,2026-04-13 07:23:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7629964361141866558,7629964361141866558,AION RT,2026-04-18 13:18:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,5.0,1.0,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7631932085682311193,7631932085682311193,AION RT,2026-04-26 00:30:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,0,1,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,1,1,0,1.0,0,0,0,,1,1,0,1.0
dongchedi::7638917484514398233,7638917484514398233,AION RT,2026-05-12 16:21:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,1,0,0,0.0
dongchedi::7639958909091844121,7639958909091844121,AION RT,2026-05-15 11:42:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,2,0,1.0,0,0,0,,0,0,0,
dongchedi::7640201282958938174,7640201282958938174,AION RT,2026-05-16 03:23:00,historical_archive,dongchedi,,3.2,3.2,0.10000000000000009,-1.0,2.5,-0.25,1,3.0,0.0,1,3.0,0.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7642257561520984089,7642257561520984089,AION RT,2026-05-21 16:26:00,historical_archive,dongchedi,,3.1,3.1,0.050000000000000044,-1.0,3.5,0.25,1,2.5,-0.25,1,3.5,0.25,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7645297121456836632,7645297121456836632,AION RT,2026-05-29 20:58:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7645442933251903513,7645442933251903513,AION RT,2026-05-30 06:47:00,historical_archive,dongchedi,,3.6,3.6,0.30000000000000004,0.0,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,3,0,1,0,0,0,,0,0,0,,1,3,0,1.0,1,3,0,1.0,1,3,0,1.0,0,0,0,,1,3,0,1.0,1,3,0,1.0,0,0,0,,0,0,0,
dongchedi::7645503992029532184,7645503992029532184,AION RT,2026-05-30 10:27:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.5,0.75,1,4.0,0.5,1,3.5,0.25,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,1,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,1,0.0,0,0,0,,0,0,0,,0,0,0,,1,1,1,0.0
dongchedi::7647519401394049086,7647519401394049086,AION RT,2026-06-04 20:41:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,4,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7647773692813922328,7647773692813922328,AION RT,2026-06-05 21:16:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,2,1,1,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,
dongchedi::7649326573748768792,7649326573748768792,AION RT,2026-06-09 17:33:00,historical_archive,dongchedi,,4.4,4.4,0.7000000000000002,0.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,1,0,1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0
dongchedi::7649687673392615448,7649687673392615448,AION RT,2026-06-10 16:55:00,historical_archive,dongchedi,,4.9,4.9,0.9500000000000002,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7651186873032790040,7651186873032790040,AION RT,2026-06-14 17:52:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,,,0,,,0,,,0,,,0,4.0,0.5,1,,,0,,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::7652908547507769368,7652908547507769368,AION RT,2026-06-19 09:23:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,4.0,0.5,1,4.5,0.75,1,5.0,1.0,1,,,0,,,0,,,0,,,0,3.5,0.25,1,,,0,,,0,0,1,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,-1.0,1,0,0,0.0,1,0,0,0.0,0,0,0,,0,0,0,,1,0,0,0.0
dongchedi::7656349549388107838,7656349549388107838,AION RT,2026-06-28 15:47:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,4.5,0.75,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,4.5,0.75,1,,,0,,,0,3,0,1,0,0,0,,1,3,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,3,0,1.0,1,3,0,1.0,0,0,0,,1,3,0,1.0
dongchedi::7658514521404755993,7658514521404755993,AION RT,2026-07-04 11:48:00,historical_archive,dongchedi,,5.0,5.0,1.0,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,0,1,-1,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,-1.0,0,0,0,,0,0,0,
dongchedi::7659057754979455038,7659057754979455038,AION RT,2026-07-05 22:59:00,historical_archive,dongchedi,,4.8,4.8,0.8999999999999999,1.0,5.0,1.0,1,5.0,1.0,1,5.0,1.0,1,,,0,,,0,,,0,,,0,5.0,1.0,1,,,0,,,0,1,0,1,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,1,0,1.0,1,1,0,1.0,0,0,0,,0,0,0,
dongchedi::6932496590535921678,6932496590535921678,AION S,2021-02-24 02:10:00,historical_archive,dongchedi,,4.5,4.5,0.75,1.0,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,4.0,0.5,1,4.5,0.75,1,,,0,4.0,0.5,1,,,0,,,0,6,3,1,1,1,0,1.0,1,1,2,-1.0,1,3,3,0.0,1,0,0,0.0,1,4,1,1.0,1,3,3,0.0,1,0,0,0.0,1,1,2,-1.0,1,1,2,-1.0,1,0,0,0.0
dongchedi::6971433626978226184,6971433626978226184,AION S,2021-06-08 22:42:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,,,0,3.5,0.25,1,,,0,,,0,9,16,-1,1,1,0,1.0,1,1,2,-1.0,0,0,0,,1,4,1,1.0,1,2,2,0.0,1,2,1,1.0,0,0,0,,0,0,0,,0,0,0,,0,0,0,
dongchedi::6971671545215193118,6971671545215193118,AION S,2021-06-09 14:06:00,historical_archive,dongchedi,,3.2,3.2,0.10000000000000009,-1.0,3.5,0.25,1,3.0,0.0,1,3.5,0.25,1,3.0,0.0,1,3.0,0.0,1,3.5,0.25,1,,,0,3.0,0.0,1,,,0,,,0,4,8,-1,1,2,0,1.0,1,0,2,-1.0,1,0,1,-1.0,1,1,1,0.0,1,0,1,-1.0,1,0,1,-1.0,1,0,2,-1.0,0,0,0,,0,0,0,,1,1,4,-1.0
dongchedi::6976622481138257932,6976622481138257932,AION S,2021-06-22 22:18:00,historical_archive,dongchedi,,3.7,3.7,0.3500000000000001,0.0,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,3.0,0.0,1,4.0,0.5,1,,,0,3.0,0.0,1,,,0,,,0,7,33,-1,1,0,3,-1.0,1,0,5,-1.0,1,1,4,-1.0,1,1,0,1.0,1,0,2,-1.0,1,3,3,0.0,1,2,1,1.0,1,0,1,-1.0,1,0,1,-1.0,1,2,4,-1.0
dongchedi::6992809011456249887,6992809011456249887,AION S,2021-08-05 13:10:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,2,4,-1,1,0,0,0.0,1,2,0,1.0,1,0,2,-1.0,1,0,1,-1.0,1,0,1,-1.0,1,2,1,1.0,1,0,1,-1.0,1,0,1,-1.0,0,0,0,,1,0,0,0.0
dongchedi::7001698514459693092,7001698514459693092,AION S,2021-08-29 12:06:00,historical_archive,dongchedi,,3.8,3.8,0.3999999999999999,0.0,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,4.0,0.5,1,3.5,0.25,1,3.5,0.25,1,,,0,4.0,0.5,1,,,0,,,0,4,0,1,1,2,0,1.0,1,1,0,1.0,1,0,0,0.0,0,0,0,,0,0,0,,0,0,0,,1,0,0,0.0,1,1,0,1.0,1,1,0,1.0,0,0,0,
dongchedi::7007332530328178721,7007332530328178721,AION S,2021-09-13 16:29:00,historical_archive,dongchedi,,4.0,4.0,0.5,0.0,5.0,1.0,1,4.5,0.75,1,3.5,0.25,1,4.5,0.75,1,3.0,0.0,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,11,1,1,1,4,0,1.0,1,4,0,1.0,0,0,0,,1,4,0,1.0,1,1,0,1.0,1,7,0,1.0,1,7,0,1.0,1,0,0,0.0,1,2,0,1.0,1,0,0,0.0
dongchedi::7008041605575741453,7008041605575741453,AION S,2021-09-15 14:20:00,historical_archive,dongchedi,,4.2,4.2,0.6000000000000001,0.0,5.0,1.0,1,5.0,1.0,1,4.0,0.5,1,3.5,0.25,1,4.0,0.5,1,4.0,0.5,1,,,0,4.0,0.5,1,,,0,,,0,6,0,1,1,1,0,1.0,1,0,0,0.0,1,0,0,0.0,1,2,0,1.0,1,1,0,1.0,1,1,0,1.0,1,0,0,0.0,1,2,0,1.0,0,0,0,,1,0,0,0.0
dongchedi::7008165945118036006,7008165945118036006,AION S,2021-09-15 22:23:00,historical_archive,dongchedi,,4.6,4.6,0.7999999999999998,1.0,5.0,1.0,1,4.5,0.75,1,4.5,0.75,1,5.0,1.0,1,4.0,0.5,1,4.5,0.75,1,,,0,4.5,0.75,1,,,0,,,0,16,9,1,1,3,0,1.0,1,4,0,1.0,1,1,0,1.0,1,0,0,0.0,1,4,0,1.0,1,4,3,1.0,1,2,2,0.0,1,0,1,-1.0,1,1,0,1.0,1,2,0,1.0
dongchedi::7011108099654160391,7011108099654160391,AION S,2021-09-23 20:40:00,historical_archive,dongchedi,,4.1,4.1,0.5499999999999998,0.0,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,,,0,3.5,0.25,1,,,0,,,0,33,44,-1,1,3,0,1.0,1,3,1,1.0,1,2,0,1.0,1,4,2,1.0,1,0,3,-1.0,1,7,2,1.0,1,7,0,1.0,1,2,0,1.0,1,1,2,-1.0,1,0,2,-1.0
dongchedi::7023580396881186855,7023580396881186855,AION S,2021-10-27 11:19:00,historical_archive,dongchedi,,3.9,3.9,0.44999999999999996,0.0,5.0,1.0,1,3.5,0.25,1,3.5,0.25,1,4.5,0.75,1,4.0,0.5,1,4.0,0.5,1,,,0,3.0,0.0,1,,,0,,,0,6,13,-1,1,3,1,1.0,0,0,0,,1,1,0,1.0,0,0,0,,1,0,1,-1.0,0,0,0,,1,1,3,-1.0,0,0,0,,0,0,0,,1,1,0,1.0
